name,categories,lat,lng,neighborhood,nbhd_lat,nbhd_lng
Moon Palace Restaurant,Chinese Restaurant,41.85291459729322,-87.63231136008909,Chinatown,41.850691,-87.63404899999999
Ken Kee Restaurant,Chinese Restaurant,41.85401351870805,-87.63319572857355,Chinatown,41.850691,-87.63404899999999
JoyYee Plus Shabu Shabu,Asian Restaurant,41.85360545179207,-87.63462477579274,Chinatown,41.850691,-87.63404899999999
MCCB-时尚食谱,Chinese Restaurant,41.8540205624949,-87.63375661614297,Chinatown,41.850691,-87.63404899999999
JoyYee Smoothie Station,Juice Bar,41.854030380851334,-87.63374875126772,Chinatown,41.850691,-87.63404899999999
Bonchon,Korean Restaurant,41.85354798575887,-87.63483734573802,Chinatown,41.850691,-87.63404899999999
Golden Dragon Fortune Cookies Co.,Dessert Shop,41.850245,-87.639493,Chinatown,41.850691,-87.63404899999999
Tasty City,Chinese Restaurant,41.85458032397979,-87.6325902823985,Chinatown,41.850691,-87.63404899999999
Won Kow,Chinese Restaurant,41.8518954331342,-87.63186731748273,Chinatown,41.850691,-87.63404899999999
Southwest Airlines Cargo at MDW,Airport Terminal,41.77846908569336,-87.7476577758789,Chrysler Village,41.7763868,-87.7519502
MDW MTCE,Airport Terminal,41.780147552490234,-87.75049591064453,Chrysler Village,41.7763868,-87.7519502
Fifth Third Bank & ATM,Bank,41.77807073384213,-87.75359930098602,Chrysler Village,41.7763868,-87.7519502
Airport Maintence Complex,Airport Service,41.78013967651194,-87.7517847295605,Chrysler Village,41.7763868,-87.7519502
Lakeshore Express,Airport Terminal,41.77961666655627,-87.75363047808558,Chrysler Village,41.7763868,-87.7519502
Lawler (Michael) Park,Park,41.77612850387144,-87.75125741958618,Chrysler Village,41.7763868,-87.7519502
Rotorzen Helicopters at Odyssey Aviation,Heliport,41.77851277796646,-87.75539875030518,Chrysler Village,41.7763868,-87.7519502
Odyssey Aviation,Airport,41.778546999999996,-87.755338,Chrysler Village,41.7763868,-87.7519502
Chicago Fight Team,Martial Arts School,41.774009704589844,-87.74793243408203,Chrysler Village,41.7763868,-87.7519502
Jewel-Osco,Supermarket,41.961301678134625,-87.65344326442312,Clarendon Park,41.9633603,-87.6486024
Ross Dress for Less,Clothing Store,41.96194169400497,-87.6535988541491,Clarendon Park,41.9633603,-87.6486024
Montrose Avenue,Park,41.96191541121435,-87.64529943466187,Clarendon Park,41.9633603,-87.6486024
Chicago Lakefront Trail,Trail,41.967052938918144,-87.6469087600708,Clarendon Park,41.9633603,-87.6486024
Clarendon North Softball Fields,Baseball Field,41.96409726063132,-87.64942122263892,Clarendon Park,41.9633603,-87.6486024
Montrose Park,Field,41.96281208440026,-87.64445816507839,Clarendon Park,41.9633603,-87.6486024
Montrose Turf Soccer Field,Soccer Field,41.96344713983553,-87.64502048492432,Clarendon Park,41.9633603,-87.6486024
Clarendon Park,Park,41.96304269878578,-87.64939162910026,Clarendon Park,41.9633603,-87.6486024
The Reservoir,American Restaurant,41.961952,-87.651966,Clarendon Park,41.9633603,-87.6486024
Cricket Hill,Scenic Lookout,41.96431355619182,-87.64289707516531,Clarendon Park,41.9633603,-87.6486024
Food Town,Convenience Store,41.96188991121646,-87.65221658989842,Clarendon Park,41.9633603,-87.6486024
Go Grocer,Grocery Store,41.95984,-87.646891,Clarendon Park,41.9633603,-87.6486024
Uptown Fitness,Gym / Fitness Center,41.96178527745161,-87.65297328287255,Clarendon Park,41.9633603,-87.6486024
Clarendon Park Model Railroad,Museum,41.96342838169646,-87.64961323703723,Clarendon Park,41.9633603,-87.6486024
24 Seven Food Mart,Convenience Store,41.961289,-87.649274,Clarendon Park,41.9633603,-87.6486024
lakefront,Park,41.961963278291115,-87.64622211456299,Clarendon Park,41.9633603,-87.6486024
Wilson Skate Park,Skate Park,41.96673352405881,-87.6457990509801,Clarendon Park,41.9633603,-87.6486024
CTA Bus Stop 1176,Bus Station,41.963726357230755,-87.65456914901732,Clarendon Park,41.9633603,-87.6486024
CTA Bus Stop 4921,Bus Station,41.96053916790921,-87.64997634669335,Clarendon Park,41.9633603,-87.6486024
Wilson Flag Football Fields,Park,41.966312,-87.644725,Clarendon Park,41.9633603,-87.6486024
Loving Heart Pure Vegan Cafe,Vegetarian / Vegan Restaurant,41.96181294264352,-87.65151276950851,Clarendon Park,41.9633603,-87.6486024
Clarendon Dog Park,Dog Run,41.96397556315221,-87.64774948867839,Clarendon Park,41.9633603,-87.6486024
CTA Bus Stop 4860,Bus Station,41.96201912316859,-87.64709115028381,Clarendon Park,41.9633603,-87.6486024
Zipcar,Rental Car Location,41.96009826660156,-87.64949035644531,Clarendon Park,41.9633603,-87.6486024
WW (Weight Watchers),Weight Loss Center,41.96221532777409,-87.65283107757568,Clarendon Park,41.9633603,-87.6486024
Lawrence Avenue Beach,Beach,41.965473722793554,-87.64620228263715,Clarendon Park,41.9633603,-87.6486024
Wilson Abbey,General Entertainment,41.965058,-87.653802,Clarendon Park,41.9633603,-87.6486024
Citizen Skate Cafe,Café,41.965498352273364,-87.65332804676488,Clarendon Park,41.9633603,-87.6486024
Montrose Harbor - F Dock,Harbor / Marina,41.96202850341797,-87.64694213867188,Clarendon Park,41.9633603,-87.6486024
Beach Run @ Montrose Beach,Park,41.96569754807221,-87.64377399026824,Clarendon Park,41.9633603,-87.6486024
CTA Bus Stop 3774,Bus Station,41.96655132162022,-87.64894283151563,Clarendon Park,41.9633603,-87.6486024
CTA Bus Stop 4861,Bus Station,41.96008335116392,-87.64759173745563,Clarendon Park,41.9633603,-87.6486024
Montrose Harbor - H Dock,Harbor / Marina,41.962267397436946,-87.64566267327501,Clarendon Park,41.9633603,-87.6486024
Recreation Drive,Beach,41.96010163062549,-87.647112858969,Clarendon Park,41.9633603,-87.6486024
CVS pharmacy,Pharmacy,41.9651985168457,-87.65202331542969,Clarendon Park,41.9633603,-87.6486024
Adam's Skin Care,Spa,41.96280283823699,-87.6529011308518,Clarendon Park,41.9633603,-87.6486024
Pride Bowl,Athletics & Sports,41.964000536564775,-87.64577348643242,Clarendon Park,41.9633603,-87.6486024
Buena Beach Bar & Grill,American Restaurant,41.960296,-87.64718,Clarendon Park,41.9633603,-87.6486024
Lou Malnati's Pizzeria,Pizza Place,41.77501127327897,-87.74252754530823,Clearing East,41.77660179999999,-87.7446449
Manolo's Tamales,Mexican Restaurant,41.778654889395895,-87.74022464574732,Clearing East,41.77660179999999,-87.7446449
Southwest Airlines Cargo at MDW,Airport Terminal,41.77846908569336,-87.7476577758789,Clearing East,41.77660179999999,-87.7446449
White Castle,Fast Food Restaurant,41.778792953220055,-87.7416421909424,Clearing East,41.77660179999999,-87.7446449
Panda Express,Chinese Restaurant,41.7746355312975,-87.74185119571418,Clearing East,41.77660179999999,-87.7446449
Giordano's,Pizza Place,41.777876713513216,-87.74267971515656,Clearing East,41.77660179999999,-87.7446449
Midway Airport Hotel Center,Hotel,41.77284947740554,-87.7434298538614,Clearing East,41.77660179999999,-87.7446449
Subway,Sandwich Place,41.77628153204606,-87.74273700507734,Clearing East,41.77660179999999,-87.7446449
Mr. C's Midway Bar,Bar,41.77852635431661,-87.73956471292828,Clearing East,41.77660179999999,-87.7446449
Anthony's,Fast Food Restaurant,41.77865764635738,-87.74091254040178,Clearing East,41.77660179999999,-87.7446449
Midway Airport Rideshare Staging Lot,Taxi Stand,41.779556,-87.74196,Clearing East,41.77660179999999,-87.7446449
Top View Restaurant,Breakfast Spot,41.778373063503544,-87.7405034259778,Clearing East,41.77660179999999,-87.7446449
Chicago Marriott Midway,Hotel,41.7739918,-87.7446148,Clearing East,41.77660179999999,-87.7446449
Courtyard Chicago Midway Airport,Hotel,41.7729821,-87.7438641,Clearing East,41.77660179999999,-87.7446449
Hyatt Place Chicago/Midway Airport,Hotel,41.77266479155383,-87.74698028200794,Clearing East,41.77660179999999,-87.7446449
Hampton Inn by Hilton,Hotel,41.7738734,-87.7427761,Clearing East,41.77660179999999,-87.7446449
TGI Fridays,American Restaurant,41.7729907,-87.7431919,Clearing East,41.77660179999999,-87.7446449
Hilton Garden Inn,Hotel,41.77404819232211,-87.74640798568726,Clearing East,41.77660179999999,-87.7446449
Coaches Sports Bar & Grill,American Restaurant,41.77217985501764,-87.7454262971878,Clearing East,41.77660179999999,-87.7446449
Fairfield Inn & Suites Chicago Midway Airport,Hotel,41.77222233557972,-87.74367773903577,Clearing East,41.77660179999999,-87.7446449
Chicago Fight Team,Martial Arts School,41.774009704589844,-87.74793243408203,Clearing East,41.77660179999999,-87.7446449
Starbucks,Coffee Shop,41.77415526227455,-87.74438354476375,Clearing East,41.77660179999999,-87.7446449
Dempsey's Irish-American Grill,American Restaurant,41.77416766754245,-87.74432832379958,Clearing East,41.77660179999999,-87.7446449
Fair Share Supermarket,Supermarket,41.777967346374595,-87.78203012824163,Clearing West,41.7789975,-87.78259039999999
Pupuseria Restaurant Café,Latin American Restaurant,41.777442,-87.785014,Clearing West,41.7789975,-87.78259039999999
Salvation Army Family Store (The Salvation Army Family Store & Donation Center),Thrift / Vintage Store,41.777986999999996,-87.783108,Clearing West,41.7789975,-87.78259039999999
Ginger and Jerry's Rock and Roll Diner,Diner,41.77741241455078,-87.78168487548828,Clearing West,41.7789975,-87.78259039999999
New Warsaw,Restaurant,41.778006,-87.778255,Clearing West,41.7789975,-87.78259039999999
Vinces Pizza,Pizza Place,41.777808827939054,-87.77680824744603,Clearing West,41.7789975,-87.78259039999999
Gorditas La Tia,Mexican Restaurant,41.777475,-87.782255,Clearing West,41.7789975,-87.78259039999999
Subway,Sandwich Place,41.77797271748952,-87.78355467543707,Clearing West,41.7789975,-87.78259039999999
Cafe Renee,Breakfast Spot,41.7776538038514,-87.78165833433279,Clearing West,41.7789975,-87.78259039999999
EL Gallo Giro,Mexican Restaurant,41.777532753431885,-87.7849766349376,Clearing West,41.7789975,-87.78259039999999
Wing Wah,Asian Restaurant,41.777986999999996,-87.783108,Clearing West,41.7789975,-87.78259039999999
Miska's,Liquor Store,41.778361,-87.78180400000001,Clearing West,41.7789975,-87.78259039999999
Parisi's,Hot Dog Joint,41.77787207294687,-87.77714572224465,Clearing West,41.7789975,-87.78259039999999
D'anardo's,Italian Restaurant,41.77747559488895,-87.78503991442457,Clearing West,41.7789975,-87.78259039999999
Shop N Save,Grocery Store,41.777885728079966,-87.78260942932285,Clearing West,41.7789975,-87.78259039999999
Café 63,American Restaurant,41.777477000000005,-87.781801,Clearing West,41.7789975,-87.78259039999999
Buy Tadalista 5mg,Health Food Store,41.780032906450344,-87.77849793434143,Clearing West,41.7789975,-87.78259039999999
Sammy's Touch,Southern / Soul Food Restaurant,41.72201515216421,-87.594906314298,Cottage Grove Heights,41.718128,-87.5964313
Park,Dog Run,41.71767372321211,-87.59734663477754,Cottage Grove Heights,41.718128,-87.5964313
Walgreens,Pharmacy,41.9316518,-87.7554978,Cragin,41.9313989,-87.7564561
Tacos y Tamales Magos,Mexican Restaurant,41.931207,-87.756969,Cragin,41.9313989,-87.7564561
Señor Pan Express,Café,41.931212,-87.753751,Cragin,41.9313989,-87.7564561
Aguijon Theater,Theater,41.929871,-87.75605300000001,Cragin,41.9313989,-87.7564561
T-Mobile,Mobile Phone Shop,41.930976,-87.761057,Cragin,41.9313989,-87.7564561
Zacatecas # 2,Mexican Restaurant,41.931202,-87.752998,Cragin,41.9313989,-87.7564561
Mr. Pollo,South American Restaurant,41.931621,-87.757372,Cragin,41.9313989,-87.7564561
Diversey/Laramie Currency Exchange,Currency Exchange,41.93165,-87.756641,Cragin,41.9313989,-87.7564561
Dunkin',Donut Shop,41.74457245074291,-87.721487972999,Crestline,41.7442851,-87.7248012
Las Islas Marias,Seafood Restaurant,41.74383311644556,-87.7213874797833,Crestline,41.7442851,-87.7248012
El Taco Sabroso Inc.,Mexican Restaurant,41.74083714773154,-87.721789394021,Crestline,41.7442851,-87.7248012
SUBWAY,Sandwich Place,41.74459549691117,-87.72149024718044,Crestline,41.7442851,-87.7248012
Angie's Sports Bar & Pizzeria,Sports Bar,41.74063920736625,-87.7217011290757,Crestline,41.7442851,-87.7248012
Bogan Park,Park,41.74649366427207,-87.71966435941987,Crestline,41.7442851,-87.7248012
El Ranchito,Shop & Service,41.74146521314235,-87.72135578855273,Crestline,41.7442851,-87.7248012
CITGO FUEL &amp; MINI MART,Convenience Store,41.742435455322266,-87.72196960449219,Crestline,41.7442851,-87.7248012
Original Maxwell Street,Food,41.745086669921875,-87.72132110595703,Crestline,41.7442851,-87.7248012
Chicago South Loop Hotel,Hotel,41.84547463913036,-87.62762250236223,Dearborn Homes,41.8430889,-87.6278291
D3: Dre's Diesel Dome,Gym / Fitness Center,41.84542028734087,-87.62288689613342,Dearborn Homes,41.8430889,-87.6278291
New Furama Restaurant,Chinese Restaurant,41.841438591492405,-87.6313594842414,Dearborn Homes,41.8430889,-87.6278291
Stuart Field,Soccer Field,41.838749886615446,-87.62864470611838,Dearborn Homes,41.8430889,-87.6278291
Dim Dim Dim-Sum & Bakery,Chinese Restaurant,41.84198573708265,-87.63189635626571,Dearborn Homes,41.8430889,-87.6278291
starlight 星光,Grocery Store,41.8415570286842,-87.63199362181717,Dearborn Homes,41.8430889,-87.6278291
Enterprise Rent-A-Car,Rental Car Location,41.844479173159336,-87.62389540672302,Dearborn Homes,41.8430889,-87.6278291
Dim Sum House,Dim Sum Restaurant,41.845115,-87.63215799999999,Dearborn Homes,41.8430889,-87.6278291
Macau Doulao Cruisine,Asian Restaurant,41.841856,-87.632131,Dearborn Homes,41.8430889,-87.6278291
U-Haul Moving & Storage of Bronzeville,Storage Facility,41.844903,-87.630277,Dearborn Homes,41.8430889,-87.6278291
Grand Palace,Chinese Restaurant,41.84541411296657,-87.63284501577074,Dearborn Homes,41.8430889,-87.6278291
CTA Bus Stop 14852,Bus Station,41.84584467944686,-87.62677975242451,Dearborn Homes,41.8430889,-87.6278291
East Star Seafood,Seafood Restaurant,41.845481872558594,-87.63203430175781,Dearborn Homes,41.8430889,-87.6278291
Williams (Daniel Hale) Park,Park,41.84352111816406,-87.6286849975586,Dearborn Homes,41.8430889,-87.6278291
星光超市二,Grocery Store,41.841598,-87.632164,Dearborn Homes,41.8430889,-87.6278291
L26,New American Restaurant,41.84523398386616,-87.62722227490185,Dearborn Homes,41.8430889,-87.6278291
Target,Big Box Store,41.868379072280334,-87.63098943183968,Dearborn Park,41.8664289,-87.62899949999999
Jewel-Osco,Supermarket,41.8661987,-87.6261947,Dearborn Park,41.8664289,-87.62899949999999
Trader Joe's,Grocery Store,41.86781995584835,-87.62543401885742,Dearborn Park,41.8664289,-87.62899949999999
Fitness Formula Club (FFC),Gym,41.86831581258437,-87.62727376385699,Dearborn Park,41.8664289,-87.62899949999999
Starbucks,Coffee Shop,41.86721139,-87.62613696,Dearborn Park,41.8664289,-87.62899949999999
The Shops at Roosevelt Collection,Shopping Mall,41.86798458168924,-87.6325524843915,Dearborn Park,41.8664289,-87.62899949999999
Stan's Donuts & Coffee,Coffee Shop,41.86751588099169,-87.62640161558092,Dearborn Park,41.8664289,-87.62899949999999
Subway,Sandwich Place,41.867154905840074,-87.62440895682954,Dearborn Park,41.8664289,-87.62899949999999
Orangetheory Fitness,Gym / Fitness Center,41.87000373618582,-87.62756552359002,Dearborn Park,41.8664289,-87.62899949999999
ShowPlace ICON at Roosevelt Collection,Multiplex,41.8695233002326,-87.63271255790784,Dearborn Park,41.8664289,-87.62899949999999
Yoga Six,Yoga Studio,41.86756505396456,-87.63272128298414,Dearborn Park,41.8664289,-87.62899949999999
"Cottontail Park, Chicago",Playground,41.86229005777079,-87.62888431549072,Dearborn Park,41.8664289,-87.62899949999999
Hilton Garden Inn,Hotel,41.8691733,-87.6252045,Dearborn Park,41.8664289,-87.62899949999999
Eleven City Diner,Diner,41.86845,-87.626118,Dearborn Park,41.8664289,-87.62899949999999
Aurelio's Pizza - Chicago-South Loop,Pizza Place,41.867041,-87.624646,Dearborn Park,41.8664289,-87.62899949999999
Flo & Santos,Pizza Place,41.86539778457376,-87.62612274462062,Dearborn Park,41.8664289,-87.62899949999999
Lowcountry,Cajun / Creole Restaurant,41.868200251019736,-87.6257980109591,Dearborn Park,41.8664289,-87.62899949999999
Burger Bar,Burger Joint,41.8678473,-87.6244181,Dearborn Park,41.8664289,-87.62899949999999
Yolk,Breakfast Spot,41.86884163463689,-87.62413883815206,Dearborn Park,41.8664289,-87.62899949999999
Fleet Feet Sports,Sporting Goods Shop,41.86776028723348,-87.63246741226392,Dearborn Park,41.8664289,-87.62899949999999
H&M,Clothing Store,41.868378,-87.632216,Dearborn Park,41.8664289,-87.62899949999999
Dearborn Park,Park,41.870886650023856,-87.62930755702347,Dearborn Park,41.8664289,-87.62899949999999
Chipotle Mexican Grill,Mexican Restaurant,41.86782060020389,-87.62609926489266,Dearborn Park,41.8664289,-87.62899949999999
Chicago Firehouse Restaurant,Steakhouse,41.86415053846482,-87.62395940272326,Dearborn Park,41.8664289,-87.62899949999999
Five Guys,Burger Joint,41.8678354,-87.62606,Dearborn Park,41.8664289,-87.62899949999999
Asian Outpost,Asian Restaurant,41.865123255193225,-87.62562066407695,Dearborn Park,41.8664289,-87.62899949999999
MingHin,Chinese Restaurant,41.866625,-87.624237,Dearborn Park,41.8664289,-87.62899949999999
The Agora,Sculpture Garden,41.86799488502903,-87.62346625328064,Dearborn Park,41.8664289,-87.62899949999999
Kriser's Natural Pet,Pet Service,41.869137,-87.627229,Dearborn Park,41.8664289,-87.62899949999999
Hand & Stone,Massage Studio,41.8682162,-87.6243954,Dearborn Park,41.8664289,-87.62899949999999
Jimmy John's,Sandwich Place,41.86618833131647,-87.62404108218728,Dearborn Park,41.8664289,-87.62899949999999
Old Navy,Clothing Store,41.868546818653435,-87.63268790015536,Dearborn Park,41.8664289,-87.62899949999999
Pita Heaven,Mediterranean Restaurant,41.86606,-87.62443,Dearborn Park,41.8664289,-87.62899949999999
Shred415,Gym / Fitness Center,41.86798442602206,-87.63249467796412,Dearborn Park,41.8664289,-87.62899949999999
Kai Sushi,Sushi Restaurant,41.865916263527325,-87.62723361921967,Dearborn Park,41.8664289,-87.62899949999999
The Container Store,Furniture / Home Store,41.869068306147724,-87.6326355124613,Dearborn Park,41.8664289,-87.62899949999999
Nando's Peri-Peri,Portuguese Restaurant,41.86961552058229,-87.63266196134563,Dearborn Park,41.8664289,-87.62899949999999
Chicago Curry House Indian Restaurant,Indian Restaurant,41.870602848827794,-87.62820876713214,Dearborn Park,41.8664289,-87.62899949999999
LOFT,Women's Store,41.867566,-87.633102,Dearborn Park,41.8664289,-87.62899949999999
Gym @ AMLI 900,Gym,41.87045747987562,-87.6308768226378,Dearborn Park,41.8664289,-87.62899949999999
Roosevelt Park,Park,41.86839236857074,-87.62996303082829,Dearborn Park,41.8664289,-87.62899949999999
Potbelly Sandwich Shop,Sandwich Place,41.867655490207724,-87.62521440396421,Dearborn Park,41.8664289,-87.62899949999999
Go Grocer,Grocery Store,41.86594142430653,-87.62406964366362,Dearborn Park,41.8664289,-87.62899949999999
Giordano's,Pizza Place,41.8645621,-87.6244,Dearborn Park,41.8664289,-87.62899949999999
Dunkin',Donut Shop,41.86663056645855,-87.62555228490353,Dearborn Park,41.8664289,-87.62899949999999
European Wax Center,Health & Beauty Service,41.868365000000004,-87.62701,Dearborn Park,41.8664289,-87.62899949999999
Banana Republic,Clothing Store,41.86824168297618,-87.63255452847149,Dearborn Park,41.8664289,-87.62899949999999
The UPS Store,Shipping Store,41.866327034757994,-87.62381494045252,Dearborn Park,41.8664289,-87.62899949999999
Snap Fitness,Gym,41.86743736676722,-87.62445062021952,Dearborn Park,41.8664289,-87.62899949999999
Tantrum,Lounge,41.86939179988746,-87.62736613368551,Dearborn Park,41.8664289,-87.62899949999999
Tejas Yoga,Yoga Studio,41.8645546,-87.623921,Dearborn Park,41.8664289,-87.62899949999999
Identogo,Business Service,41.86812973022461,-87.63301086425781,Dearborn Park,41.8664289,-87.62899949999999
Bridgeport Coffee Company,Coffee Shop,41.86911189867002,-87.63269056908108,Dearborn Park,41.8664289,-87.62899949999999
Ulta Beauty,Cosmetics Shop,41.8688084,-87.6323967,Dearborn Park,41.8664289,-87.62899949999999
HALO [FOR MEN],Salon / Barbershop,41.86433097075479,-87.62413386729811,Dearborn Park,41.8664289,-87.62899949999999
CTA Bus Stop 2378,Bus Station,41.863761352734876,-87.62894459533679,Dearborn Park,41.8664289,-87.62899949999999
Nepal House - Indian & Nepali Restaurant,Indian Restaurant,41.865821940177085,-87.62405011093628,Dearborn Park,41.8664289,-87.62899949999999
Bottle & Bottega,Event Space,41.8664014,-87.6239153,Dearborn Park,41.8664289,-87.62899949999999
Victoria's Secret,Lingerie Store,41.867927,-87.633046,Dearborn Park,41.8664289,-87.62899949999999
Dunkin',Café,41.8673432,-87.626643,Dearborn Park,41.8664289,-87.62899949999999
Massage Envy,Spa,41.867972,-87.6329587,Dearborn Park,41.8664289,-87.62899949999999
Kurah Mediterranean,Mediterranean Restaurant,41.864241517585604,-87.62402061417475,Dearborn Park,41.8664289,-87.62899949999999
The Film Building (EC),College Arts Building,41.86903934355085,-87.62593594120742,Dearborn Park,41.8664289,-87.62899949999999
LensCrafters,Optical Shop,41.8678131,-87.63307089999999,Dearborn Park,41.8664289,-87.62899949999999
francesca's,Boutique,41.868206,-87.63227,Dearborn Park,41.8664289,-87.62899949999999
Sky 55 Fitness Center,Gym,41.86643231423522,-87.62337480522221,Dearborn Park,41.8664289,-87.62899949999999
Jewel express,Grocery Store,41.86731138419142,-87.63035341884755,Dearborn Park,41.8664289,-87.62899949999999
Mac Kelly's Greens n' Things,Sandwich Place,41.86442558555387,-87.62408731977133,Dearborn Park,41.8664289,-87.62899949999999
Starbucks,Coffee Shop,41.867225,-87.626126,Dearborn Park,41.8664289,-87.62899949999999
South Loop Dog Park,Dog Run,41.86274002342714,-87.62863279475667,Dearborn Park,41.8664289,-87.62899949999999
"Historic Site of Illinois Central Depot, The Black Ellis Island",Historic Site,41.86761138319021,-87.62394905090332,Dearborn Park,41.8664289,-87.62899949999999
CVS pharmacy,Pharmacy,41.867164611816406,-87.62773132324219,Dearborn Park,41.8664289,-87.62899949999999
100 Museum Park,Park,41.864487,-87.62369100000001,Dearborn Park,41.8664289,-87.62899949999999
Verizon,Mobile Phone Shop,41.869102478027344,-87.62702941894531,Dearborn Park,41.8664289,-87.62899949999999
Fruve Xpress Juicery,Juice Bar,41.868388031046415,-87.62579478497571,Dearborn Park,41.8664289,-87.62899949999999
Starbucks,Coffee Shop,41.86814842471219,-87.63093999961603,Dearborn Park,41.8664289,-87.62899949999999
Lobby Lounge at ICON,Lounge,41.86938243691678,-87.6327422165675,Dearborn Park,41.8664289,-87.62899949999999
Advanced Screening Waiting Line,Movie Theater,41.8694309942939,-87.63273409091396,Dearborn Park,41.8664289,-87.62899949999999
Redbox,Video Store,41.8663444519043,-87.62601470947266,Dearborn Park,41.8664289,-87.62899949999999
Z Gallerie,Furniture / Home Store,41.86928319,-87.63229936,Dearborn Park,41.8664289,-87.62899949999999
Baskin-Robbins,Ice Cream Shop,41.866640837382754,-87.62555637710751,Dearborn Park,41.8664289,-87.62899949999999
La Haven Coffee,Café,41.86622163676039,-87.62405895841077,Dearborn Park,41.8664289,-87.62899949999999
Douglas Park,Park,41.86042828829632,-87.69917964935303,Douglas Park,41.8593746,-87.6950899
Mount Sinai Hospital Gift Shop,Gift Shop,41.86064147949219,-87.69442749023438,Douglas Park,41.8593746,-87.6950899
Lagunitas Brewing Company,Brewery,41.857556170085864,-87.69204104605612,Douglas Park,41.8593746,-87.6950899
Simon Casting,Theater,41.859478,-87.690307,Douglas Park,41.8593746,-87.6950899
Stage 18,Film Studio,41.860265,-87.689219,Douglas Park,41.8593746,-87.6950899
Lagunitas Beer Circus,Circus,41.858144045381955,-87.69192060899948,Douglas Park,41.8593746,-87.6950899
AbelCine / CHI,Camera Store,41.859393327346055,-87.69079433430925,Douglas Park,41.8593746,-87.6950899
Mount Sinai Hospital Steinfield Gourmet Dining Center,Café,41.860776,-87.69501,Douglas Park,41.8593746,-87.6950899
Lagunitas Adult Day Care,Tour Provider,41.857216,-87.69178,Douglas Park,41.8593746,-87.6950899
McDonald's,Fast Food Restaurant,41.94444,-87.807265,Dunning,41.9452601,-87.8070003
Taco Bell,Fast Food Restaurant,41.943638493785215,-87.80665475555163,Dunning,41.9452601,-87.8070003
Franksville,Hot Dog Joint,41.944954516446984,-87.80717712121951,Dunning,41.9452601,-87.8070003
Yummy Japanese & Chinese Cuisine,Asian Restaurant,41.94748999981493,-87.806907804174,Dunning,41.9452601,-87.8070003
Forno Rosso,Pizza Place,41.94752738304886,-87.80698284106572,Dunning,41.9452601,-87.8070003
Pasta Fresh,Gourmet Shop,41.9421208665278,-87.80692199564254,Dunning,41.9452601,-87.8070003
Dunkin',Donut Shop,41.9415112751012,-87.80638891747645,Dunning,41.9452601,-87.8070003
Pulaski Polish Deli & Bakery,Polish Restaurant,41.945058,-87.804958,Dunning,41.9452601,-87.8070003
Hands On,Thai Restaurant,41.945172638299944,-87.80413177222489,Dunning,41.9452601,-87.8070003
Kidd Joe's Tat Cave,Tattoo Parlor,41.94613383557681,-87.80698919350615,Dunning,41.9452601,-87.8070003
Mario's Red Hots,Hot Dog Joint,41.949385,-87.80686800000001,Dunning,41.9452601,-87.8070003
Domino's Pizza,Pizza Place,41.9409086,-87.8073199,Dunning,41.9452601,-87.8070003
BarTucci,Italian Restaurant,41.94238433920377,-87.8068651853593,Dunning,41.9452601,-87.8070003
Bellezza Gelato,Ice Cream Shop,41.946258,-87.806558,Dunning,41.9452601,-87.8070003
BJ's Auto Repair,Automotive Shop,41.9495702,-87.8073517,Dunning,41.9452601,-87.8070003
Yummy,Japanese Restaurant,41.947527,-87.806646,Dunning,41.9452601,-87.8070003
Miara's Bakery Deli & Beverages,Deli / Bodega,41.94508361816406,-87.8028564453125,Dunning,41.9452601,-87.8070003
Pol-Mart,Deli / Bodega,41.9449577331543,-87.8047866821289,Dunning,41.9452601,-87.8070003
Graver (Philip) Park,Park,41.707252129635066,-87.66101977424263,East Beverly,41.7062606,-87.66299269999999
Bani’s Beets,Juice Bar,41.705664,-87.668712,East Beverly,41.7062606,-87.66299269999999
Island Vibes,Caribbean Restaurant,41.70704650878906,-87.65919494628906,East Beverly,41.7062606,-87.66299269999999
Ohana Ice & Treats,Ice Cream Shop,41.706796999999995,-87.667454,East Beverly,41.7062606,-87.66299269999999
Irie Island,Caribbean Restaurant,41.707069,-87.65919699999999,East Beverly,41.7062606,-87.66299269999999
Bevery Beer Palace,Beer Bar,41.705585,-87.66793,East Beverly,41.7062606,-87.66299269999999
Metra - 83rd Street (Avalon Park),Train Station,41.744701921416635,-87.59853309285691,East Chatham,41.7481345,-87.60135679999999
Metra - 79th Street (Chatham),Train Station,41.75111532491656,-87.59718747342926,East Chatham,41.7481345,-87.60135679999999
Harold's Chicken Shack,Fried Chicken Joint,41.750917786762905,-87.60481881284288,East Chatham,41.7481345,-87.60135679999999
Lil's Something Cool,Lounge,41.748723248146504,-87.60525095257442,East Chatham,41.7481345,-87.60135679999999
Billy's Gyros,Fast Food Restaurant,41.75138501124632,-87.60522418904775,East Chatham,41.7481345,-87.60135679999999
Uncle Joe's Tropical Dining,Caribbean Restaurant,41.745351,-87.6050841,East Chatham,41.7481345,-87.60135679999999
Aranoff True Value,Hardware Store,41.744632,-87.604678,East Chatham,41.7481345,-87.60135679999999
Mayfair Academy,Dance Studio,41.751129,-87.599329,East Chatham,41.7481345,-87.60135679999999
Misunderstood Natural Hair,Salon / Barbershop,41.744632,-87.604678,East Chatham,41.7481345,-87.60135679999999
Captain Curt's Barbecue,BBQ Joint,41.745442,-87.605423,East Chatham,41.7481345,-87.60135679999999
